Idade,Renda,Regiao,Genero,seguroauto,segurovidaEmp,segurovidaPF,SeguroResidencial,AGE_RANGE,INCOME_RANGE,Emprestimo_pessoal,Emprestimo_consignado,Emprestimo_limite_especial,Emprestimo_educacao,Emprestimo_viagem,InvestimentoCDB,InvestimentoFundos,InvestimentoFundos_cambiais,InvestimentoFundos_commodities,InvestimentoLCI,InvestimentoLCA,InvestimentoPoupanca,InvestimentoFundosMultimercado,InvestimentoTesouroDireto,tipo_financiamiento
-1.2510146646162177,-2.535142139877608,4,1.0,0,0,0,1,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3
0.622722420779006,-2.530751627227533,0,0.0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3
-0.8160867343063335,-2.525884973041889,4,1.0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
0.8645930212464831,-2.5244360140293383,3,1.0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,3
2.0196433713141113,-2.5136618679617007,4,0.0,1,1,1,1,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
-1.6156785098740973,-2.5031444019671465,2,1.0,1,1,1,1,3,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.21377488984612095,-2.502262705916108,2,0.0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,3
1.3786524992651756,-2.499100407415732,4,1.0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
1.9160207362674655,-2.4952181213103586,4,0.0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
0.4138725622049581,-2.4893273136331167,2,1.0,0,0,0,1,6,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,3
-1.0382800128782375,-2.4865012660284784,4,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3
-0.7321414211552607,-2.477050305737581,4,1.0,0,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,3
1.3595663415467218,-2.475552577511145,4,1.0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,3
-1.3279504596671505,-2.4741690719172302,4,1.0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
0.3777270953753214,-2.4628520474950233,4,0.0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
1.3901379747063682,-2.4520008974054615,4,0.0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-1.0830395862887694,-2.451431067643219,2,1.0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
-1.5020905358417103,-2.4462397131651255,4,1.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
1.3366798426896391,-2.4425229857068915,4,1.0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3
-0.1270426598600527,-2.4411741319228426,0,0.0,1,1,1,1,8,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3
-1.0907247205913322,-2.427109347318288,4,0.0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,3
0.43515447258128664,-2.4262764204811353,3,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-1.3471210694109066,-2.41762501861789,2,1.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
-1.2589531549946893,-2.40727696147157,4,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
-0.6279276219314944,-2.404511233684106,4,1.0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3
-0.867264661639885,-2.4014143886023667,4,1.0,1,1,1,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0
-1.0961296502107172,-2.39171701544131,2,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
-1.4787817768581124,-2.388892251237037,2,1.0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3
1.8272616576741278,-2.3787752061564915,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
1.159752849680084,-2.3770605832683,3,1.0,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
1.0213359802086472,-2.3767345995754856,4,1.0,1,1,1,1,5,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
1.2648956211821825,-2.372818945060613,2,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3
0.0986131517492695,-2.3724416253531806,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
0.9069879379485342,-2.3637414542760506,2,1.0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
2.314465391646501,-2.3633038147514442,0,1.0,1,1,1,1,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3
0.27249987184792007,-2.3621064022105145,4,1.0,1,1,1,1,2,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
-1.4595267150890534,-2.3606240747884635,1,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,3
1.7191630652864283,-2.359063459944122,4,1.0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3
1.4386978892555304,-2.357470760090645,4,0.0,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3
-1.1136112194484153,-2.356758472887842,4,1.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,3
1.205188039293039,-2.353252223089535,0,1.0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
-0.7916800989937981,-2.3511256286840467,0,0.0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5599745659789583,-2.3493827709878166,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-0.6914355449592677,-2.3461344846629575,4,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
-1.469914314201309,-2.3405786444810874,3,0.0,1,1,1,1,6,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,3
-0.5388307352369451,-2.3390090458341883,3,1.0,1,1,1,1,8,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,3
0.4306785152402337,-2.3363960426902084,4,0.0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,3
2.698130942597531,-2.3345248449574365,2,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3
-0.5501473066275324,-2.3217396105171986,1,0.0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3
-0.3131749236276226,-2.3214226106269416,4,1.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
-1.1392846351404942,-2.320384339731323,2,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
-1.3996502291493043,-2.318135822291121,4,1.0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0.7805632560701076,-2.3175493083241268,4,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
-1.0827017781875576,-2.316330077976985,4,0.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
-1.1848042767787519,-2.3086720279965687,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
-0.5547077159938887,-2.304521511214826,2,1.0,0,0,0,0,6,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0.8524319296028671,-2.3006328081076264,0,0.0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
-1.087853351731034,-2.297054687888856,4,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
1.5378445669611234,-2.296482291325882,3,0.0,0,1,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,3
0.37080202930048434,-2.2837907451123187,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3
0.07175740770295062,-2.2812290779829554,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
-1.6118781687354673,-2.2779076378372682,4,1.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3
0.02404201340681729,-2.2743449184228837,3,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,3
1.0549478862791972,-2.265966880837471,4,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3
-0.5308922448584736,-2.262588971075706,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
0.004871403663061501,-2.2605149960852,3,0.0,0,0,0,0,7,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,3
-0.5841814728245973,-2.260094040765344,0,0.0,0,0,1,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3
-0.9744342817492525,-2.259475441789215,4,1.0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3
0.1036802732674431,-2.2582651952446313,4,0.0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
-0.34780025400180786,-2.2494289837287678,0,0.0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3
-0.2977202029971937,-2.247711794039845,4,0.0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
-0.1903816788372203,-2.2444622243146206,4,1.0,1,1,1,1,8,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3
-0.6893242443266954,-2.2441092892141326,3,1.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
-0.871149454803818,-2.241785051152371,4,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,3
-0.9898045503543784,-2.2415604560884237,3,0.0,1,1,1,1,7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3
0.7357192306342725,-2.2310211722876563,4,1.0,0,1,0,0,7,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,3
1.1123752634851625,-2.2296979865109163,4,1.0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1
-1.4761637640737226,-2.226198153714437,3,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
-1.5346045655833227,-2.2201225363845754,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
-0.6768253445818676,-2.214340817738392,4,0.0,1,0,0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2
-0.20727208389779855,-2.212787903296243,0,1.0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,3
-1.365278254851028,-2.212586409438873,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3
1.855215278049384,-2.2119511262579943,4,1.0,1,1,1,1,2,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,3
-1.7046064925180406,-2.2098527666605445,0,1.0,1,1,1,1,4,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
-0.7881331139310769,-2.200141276095469,2,1.0,0,1,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,3
0.9374751190828772,-2.1982841957667167,4,1.0,0,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.24961337299083677,-2.1981584225309065,1,0.0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
-1.1603131894409138,-2.1975757587650095,4,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
-0.4097880405741294,-2.19617685236671,0,1.0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3
1.6922228692148062,-2.19446479627925,0,0.0,1,1,1,1,5,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
1.8797063653872228,-2.192502477120534,4,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3
1.3362575825631244,-2.185611900558635,3,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3
-0.0698686387299961,-2.184468390833053,3,0.0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
-0.6947291739460802,-2.18172191405107,4,1.0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.6003118096574492,-2.179878951126338,4,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
0.7532007998719707,-2.1768899116752918,2,1.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
0.763926207085438,-2.1764638227539757,2,1.0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3
0.7270206720280752,-2.1763547337229157,0,0.0,0,0,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,3
-0.23927940148759372,-2.1661940530299453,3,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1
0.0555426188447957,-2.165235352956982,4,1.0,0,1,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1
0.6922264376032845,-2.164496114346504,4,1.0,0,0,1,0,6,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,3
0.47552254067606825,-2.1545484781141933,4,1.0,1,1,0,0,2,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,3
1.3815238681254738,-2.15217162063745,4,1.0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2.6028690580558713,-2.1517891673285563,0,1.0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3
0.3151481446258798,-2.151603074275572,4,0.0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1
-0.0191974235482625,-2.1508805198698444,4,0.0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3
0.7335234779763976,-2.149590702502605,4,1.0,1,1,1,1,2,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0
-0.20220496237962496,-2.148015970254244,3,1.0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,3
-0.08447883910739624,-2.147387104075192,0,1.0,1,1,1,1,3,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0
0.6066765359714564,-2.1466838006749454,1,0.0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
-1.043938298573531,-2.14419015376495,4,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,3
-0.9808526356722722,-2.1431300650631195,4,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
-0.7446403209000885,-2.1428579841856514,4,0.0,1,1,1,1,6,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,3
2.147081477496173,-2.1408109606028183,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1.4170781707779905,-2.139358151389172,3,1.0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
0.34799998246870434,-2.1365359539856295,3,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.9696205163069879,-2.129329660933839,4,1.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1
1.0285988543846958,-2.1280436937676965,4,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
0.7610548382251399,-2.1272839207513714,3,0.0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
0.2594942599512753,-2.1259222329636693,3,1.0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0.28803904450365225,-2.1253986056145804,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,3
0.6133482459703847,-2.119082992416387,4,1.0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3
1.0771587689338578,-2.1152186739161296,3,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3
-1.5191498449528937,-2.114886273221488,4,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,3
1.114571016143038,-2.112708342801383,4,1.0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
0.7366482029126045,-2.1126890917959025,3,0.0,0,0,0,0,4,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,3
-0.5532720315637395,-2.1125325169513216,0,0.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
-0.4654419252487339,-2.1092495788165966,3,1.0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
1.7205142976912744,-2.1082408261293826,4,1.0,0,1,0,0,7,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,3
0.769500040755429,-2.1075875753433877,4,0.0,1,1,1,1,8,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
-0.9783190749131854,-2.104182714173948,0,1.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-1.2120822809515854,-2.1034678601704138,4,1.0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,3
-1.0791547931248364,-2.101066618086727,4,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.4300529582583448,-2.1005134725292347,3,0.0,1,1,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
1.4655536333018493,-2.099657444485504,0,1.0,0,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1
-0.2511026850299984,-2.0976502063139986,4,1.0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
0.5493336107907945,-2.0946663004644153,0,1.0,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3
1.3604108617997512,-2.0920289127134932,4,0.0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
-0.7131397154621103,-2.0856812145061627,0,1.0,1,1,1,1,3,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
-0.3604680577972413,-2.0846198424039675,2,1.0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0.6567565869760705,-2.0798789614541335,3,0.0,1,1,1,1,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3
-0.5980316049742711,-2.0783363142149076,1,1.0,1,1,1,1,4,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
-1.402943858136117,-2.077804986463627,4,1.0,1,1,1,1,6,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3
1.0861106836159637,-2.075027708072875,2,1.0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
-1.007201667566774,-2.0747042911807902,3,0.0,0,0,1,1,4,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
0.20738736033939173,-2.073485060833649,2,1.0,0,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,3
-1.1696029122242315,-2.0713867012361993,3,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-1.0780569167958987,-2.0713790008340074,1,0.0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3
0.9945646881876311,-2.0708078876713985,4,1.0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
0.1823895608497363,-2.0682025849296113,4,1.0,0,0,1,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3
-0.9233408064410039,-2.067981840066761,0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
0.01171201771259586,-2.066892233156526,2,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3
-1.378368318772976,-2.0617226964846442,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3
-0.3315010131183497,-2.0602005836512656,4,0.0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.4740868562459189,-2.05940744222544,3,1.0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3
-0.6367950845882977,-2.059140494949435,4,0.0,1,1,1,1,4,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,3
-0.6913510929339648,-2.0589120496843916,3,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
0.6361502928021654,-2.0570370017505235,4,0.0,1,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3
-1.0225719361719,-2.055648362555147,0,0.0,0,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,3
0.265574805773083,-2.055635528551494,4,1.0,0,1,0,0,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3
0.6376704292576174,-2.0495432270168807,4,1.0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
1.57399003379076,-2.049535526614688,0,1.0,0,1,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3
-0.8228428963305648,-2.049078636084601,2,0.0,0,0,0,1,6,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,3
-0.589670854469285,-2.0463770783154076,2,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
0.39917790980225526,-2.0463064912953106,4,1.0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,2
-0.7729317493765567,-2.04614991645073,4,1.0,0,0,0,0,5,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2
-0.06556158543954914,-2.035733839085043,0,1.0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
-0.17458915010558004,-2.035507960620731,4,0.0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
-0.15508073226061228,-2.034995883874931,3,0.0,0,0,0,0,7,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3
-0.2661351455339132,-2.031634658317916,3,1.0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2.3843072165719907,-2.0313125248261974,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
0.13762998743920501,-2.0304590635831983,4,1.0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,3
-1.2934940333435714,-2.028133542121071,3,1.0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
1.3554281923068803,-2.028042420695127,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
-0.39196866323521906,-2.0220335401842653,3,0.0,0,0,0,0,7,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,3
-0.1547429241594009,-2.0173311612453944,2,0.0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,3
